,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
253,Suertes del Marqués Medianías, 2020,"16,90 €","4,0",Vino tinto,Valle de La Orotava,"13,0%",Listán negro,93 PK,92 PN,NA
254,Arzuaga Reserva, 2019,"41,90 €","4,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
255,Jané Ventura Reserva de la Música, 2019,"10,90 €","4,3",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
256,Gorka Izagirre Txacoli Blanco, 2022,"9,95 €","4,5",Vino blanco,Bizkaiko Txakolina,"13,0%",Hondarribi zuri,NA,NA,NA
257,Viña Zorzal Chardonnay, 2022,"6,50 €","4,2",Vino blanco,Navarra,"13,0%",Chardonnay,NA,NA,NA
258,Contino Reserva, 2019,"29,20 €","4,9",Vino tinto,Rioja,"14,0%",Tempranillo,93 PK,92 PN,96 SK
259,Sierra Cantabria Colección Privada, 2021,"38,50 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,93 PK,95 PN,NA
260,La Viña de Ayer Garnacha, 2017,"9,50 €","4,0",Vino tinto,Cebreros,"14,0%",Garnacha,92 PK,NA,NA
261,Terroir Històric Negre, 2021,"19,25 €","4,7",Vino tinto,Priorat,"13,5%",Garnacha,93 PK,NA,93 SK
262,César Márquez Valtuille Vino de Villa, 2021,"19,90 €","0,0",Vino tinto,Bierzo,"13,0%",Mencía,94+ PK,NA,NA
263,El Sequé, 2021,"25,95 €","4,6",Vino tinto,Alicante,"14,5%",Monastrell,93+ PK,NA,93 SK
264,Madremía, 2021,"10,95 €","4,2",Vino tinto,Toro,"14,5%",Tinta de Toro,92 PK,NA,NA
265,Bertha Lounge Rosé, 2022,"12,80 €","5,0",Cava,DO Cava,"12,0%",Garnacha,NA,NA,NA
266,Contino Viña del Olivo, 2020,"75,30 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,95+ PK,94 PN,96 SK
267,Com Tu, 2019,"36,55 €","4,1",Vino tinto,Montsant,"14,5%",Garnacha,94 PK,NA,NA
268,Palacio de Bornos Verdejo, 2022,"6,40 €","4,5",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,NA
269,Merum Priorati Inici, 2021,"26,90 €","4,6",Vino tinto,Priorat,"15,0%",Garnacha,NA,90 PN,NA
270,Ferrer Bobet Vinyes Velles, 2019,"44,95 €","4,7",Vino tinto,Priorat,"14,5%",Cariñena,93 PK,95 PN,94 SK
271,Alta Alella Mirgin Reserva, 2019,"12,95 €","4,3",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
272,PradoRey Adaro, 2021,"20,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,93 SK
273,Parxet Brut,,"11,95 €","4,5",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
274,Canals & Munné Insuperable Brut Reserva, 2020,"9,40 €","4,5",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
275,Predicat, 2018,"11,95 €","4,6",Vino tinto,Priorat,"14,0%",Garnacha,NA,NA,92 SK
276,Hacienda López de Haro Crianza, 2020,"7,70 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,91 PK,90 PN,NA
277,Cal Pla Negre, 2021,"10,95 €","4,3",Vino tinto,Priorat,"15,0%",Garnacha,NA,NA,NA
278,El Bosque, 2021,"102,00 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,97+ PK,97 PN,95 SK
279,Davide Albariño, 2022,"22,80 €","4,5",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
280,Peique Godello sobre Lías, 2022,"8,95 €","4,5",Vino blanco,Bierzo,"12,5%",Godello,NA,NA,NA
281,Hacienda López de Haro Reserva, 2017,"11,35 €","4,2",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,NA,NA
282,Perelada Brut Nature Cuvée Especial, 2021,"9,90 €","4,6",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
283,Can Sumoi Xarel·lo, 2022,"13,35 €","4,6",Vino blanco,Penedès,"12,5%",Xarel·lo,92 PK,NA,NA
284,Enate Crianza, 2019,"9,50 €","4,4",Vino tinto,Somontano,"13,5%",Tempranillo,NA,NA,NA
285,Matsu El Recio, 2021,"15,95 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,90 PK,90 PN,NA
286,Finca Martelo Reserva, 2019,"25,80 €","4,2",Vino tinto,Rioja,"14,5%",Tempranillo,95 PK,94 PN,93 SK
287,Leirana Albariño, 2022,"15,90 €","4,4",Vino blanco,Rías Baixas,"13,0%",Albariño,94 PK,93 PN,92 SK
288,Habla La Tierra, 2021,"7,95 €","3,9",Vino tinto,Extremadura,"13,5%",Tempranillo,NA,NA,NA
289,Samsara Priorat, 2019,"16,70 €","3,3",Vino tinto,Priorat,"14,5%",Garnacha,NA,90 PN,NA
290,Granbazán Etiqueta Verde, 2022,"12,90 €","0,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
291,Las Moradas de San Martín Senda, 2019,"9,75 €","4,0",Vino tinto,Vinos de Madrid,"14,5%",Garnacha,90 PK,90 PN,NA
292,Pazo Señorans, 2022,"15,50 €","4,3",Vino blanco,Rías Baixas,"12,5%",Albariño,92 PK,NA,NA
293,Marqués de Riscal Sauvignon, 2022,"11,95 €","4,4",Vino blanco,Rueda,"12,5%",Sauvignon blanc,NA,91 PN,91 SK
294,Verónica Ortega ROC, 2021,"39,85 €","4,7",Vino tinto,Bierzo,"13,5%",Mencía,96+ PK,94 PN,NA
295,Txomin Etxaniz, 2022,"11,50 €","4,6",Vino blanco,Getariako Txakolina,"11,5%",Hondarribi zuri,NA,90 PN,NA
296,Nita, 2021,"13,50 €","4,6",Vino tinto,Priorat,"14,0%",Garnacha,90 PK,NA,NA
297,Rafael Cambra Uno, 2021,"14,65 €","4,0",Vino tinto,Valencia,"14,5%",Monastrell,94 PK,90 PN,94 SK
298,Bertha Lounge,,"12,50 €","4,8",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
299,Coto de Imaz Reserva, 2019,"10,90 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,92 SK
300,Finca Valpiedra Reserva, 2015,"19,60 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,93 PN,92 SK
301,Rafael Cambra Dos, 2021,"9,95 €","4,3",Vino tinto,Valencia,"14,0%",Cabernet franc,91+ PK,92 PN,NA
302,Braó, 2020,"23,05 €","4,5",Vino tinto,Montsant,"14,0%",Garnacha,92 PK,94 PN,NA
303,Vallegarcía Viognier, 2020,"24,50 €","4,3",Vino blanco,Castilla,"14,0%",Viognier,92 PK,92 PN,NA
304,Villa Conchi Brut Rosé,,"9,50 €","3,6",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
305,Eduardo Peña, 2022,"16,50 €","4,8",Vino blanco,Ribeiro,"13,5%",Treixadura,NA,NA,NA
306,12 Lunas, 2020,"10,95 €","4,3",Vino tinto,Somontano,"14,0%",Tempranillo,NA,NA,NA
307,Viña Pomal Gran Reserva, 2015,"27,95 €","4,7",Vino tinto,Rioja,"16,2%",Tempranillo,91 PK,92 PN,NA
308,El Coto Crianza, 2019,"6,95 €","4,6",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,90 SK
309,Mas Collet, 2021,"9,80 €","4,3",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,91 SK
310,PradoRey Finca La Mina Rva, 2018,"22,55 €","4,5",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,NA,NA
311,Loess Inspiration, 2021,"9,95 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,92 PN,NA
312,Lafou El Sender, 2020,"11,75 €","4,3",Vino tinto,Terra Alta,"14,5%",Garnacha,91 PK,91 PN,NA
313,Gramona Vi de Glass Gewürztraminer," 2022 (0,37 L)","18,50 €","4,6",Vino de hielo,Penedès,"9,5%",Gewürztraminer,NA,93 PN,NA
314,Blau, 2021,"8,95 €","4,5",Vino tinto,Montsant,"13,0%",Cariñena,NA,90 PN,NA
315,Mas Fontallada Brut Nature,,"5,80 €","4,6",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
316,Finca Cucó Negre, 2022,"7,50 €","4,8",Vino tinto,Montsant,"13,5%",Garnacha,NA,NA,NA
317,Finca San Martín, 2019,"9,60 €","4,1",Vino tinto,Rioja,"14,5%",Tempranillo,91+ PK,91 PN,NA
318,Santa Rosa, 2021,"22,55 €","4,6",Vino tinto,Alicante,"14,5%",Cabernet sauvignon,92 PK,93 PN,NA
319,Enrique Mendoza Finca Xaconero, 2021,"11,75 €","3,0",Vino tinto,Alicante,"14,0%",Monastrell,92 PK,NA,NA
320,Naiades, 2019,"22,55 €","4,6",Vino blanco,Rueda,"13,0%",Verdejo,NA,93 PN,92 SK
321,Pazo Cilleiro, 2022,"9,50 €","4,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
322,Luzón Sin Sulfitos, 2022,"5,95 €","5,0",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
323,Petit Almodí Negre, 2022,"5,70 €","4,6",Vino tinto,Terra Alta,"14,0%",Garnacha,NA,NA,91 SK
324,Tajinaste Blanco Afrutado, 2022,"14,50 €","4,6",Vino blanco,Islas Canarias,"11,0%",Listán blanco,NA,NA,NA
325,Ferrer Bobet, 2020,"39,95 €","4,6",Vino tinto,Priorat,"14,0%",Cariñena,94 PK,93 PN,NA
326,Marqués de Burgos Crianza, 2020,"13,75 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
327,Abracadabra Toro, 2021,"12,50 €","4,7",Vino tinto,Toro,"15,0%",Tinta de Toro,NA,NA,NA
328,Cava Rimarts Brut Reserva 18, 2022,"10,95 €","4,2",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
329,Furvus, 2021,"19,90 €","4,7",Vino tinto,Montsant,"15,0%",Garnacha peluda,90 PK,92 PN,NA
330,Cerro Añón Reserva, 2018,"13,50 €","4,3",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,92 PN,NA
331,El Paraguas Atlántico, 2022,"21,90 €","4,5",Vino blanco,Ribeiro,"13,0%",Treixadura,93+ PK,NA,NA
332,Losada, 2020,"12,50 €","4,1",Vino tinto,Bierzo,"14,0%",Mencía,91 PK,91 PN,93 SK
333,Le Naturel, 2022,"8,95 €","4,5",Vino tinto,Navarra,"14,0%",Garnacha,NA,NA,92 SK
334,Pago de Carraovejas Cuesta de las Liebres, 2019,"164,95 €","5,0",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,94 PK,96 PN,NA
335,Matarromera Reserva, 2018,"39,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
336,Unculín, 2021,"11,50 €","3,8",Vino tinto,Bierzo,"13,5%",Mencía,92 PK,NA,NA
337,Alvear Pedro Ximénez 1927,,"13,95 €","4,5",Vino dulce natural,Montilla-Moriles,"16,0%",Pedro ximénez,NA,NA,NA
338,Celeste Roble, 2022,"9,95 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
339,Peique Ramón Valle, 2021,"8,45 €","4,0",Vino tinto,Bierzo,"14,5%",Mencía,90 PK,90 PN,NA
340,Dehesa del Carrizal Syrah, 2019,"18,50 €","4,5",Vino tinto,Pago Dehesa del Carrizal,"15,0%",Syrah,90 PK,NA,NA
341,El Pedal, 2021,"8,40 €","3,7",Vino tinto,Rioja,"13,0%",Tempranillo,90 PK,91 PN,NA
342,Luis Cañas Tinto Joven, 2022,"7,25 €","4,3",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
343,Corimbo I, 2016,"45,90 €","4,6",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,95 PK,94 PN,94 SK
344,Pago de los Capellanes El Nogal, 2019,"59,40 €","4,6",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,93 PN,NA
345,Rebeldes, 2022,"10,50 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
346,Baltasar Gracián Viñas Viejas El Héroe, 2021,"9,75 €","4,4",Vino tinto,Calatayud,"15,0%",Garnacha,92 PK,92 PN,NA
347,Marqués de Cáceres Verdejo, 2022,"6,50 €","4,3",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,90 SK
348,Nadal Brut Nature Reserva, 2016,"15,90 €","4,8",Cava,Corpinnat,"12,0%",Parellada,NA,NA,NA
349,Ultreia La Claudina, 2022,"48,40 €","5,0",Vino blanco,Bierzo,"13,5%",Godello,95 PK,NA,NA
350,Tesalia Arx, 2021,"19,95 €","4,9",Vino tinto,Cádiz,"14,0%",Syrah,90 PK,NA,NA
351,Allende, 2014,"21,90 €","4,9",Vino tinto,Rioja,"13,5%",Tempranillo,92 PK,NA,NA
352,Enate Gewürztraminer, 2022,"11,75 €","4,7",Vino blanco,Somontano,"13,5%",Gewürztraminer,NA,90 PN,NA
353,Algueira Mencía, 2022,"11,95 €","3,9",Vino tinto,Ribeira Sacra,"13,0%",Mencía,NA,NA,NA
354,Canals & Munné Lola Rosé Brut,,"14,50 €","5,0",Cava,DO Cava,"12,0%",Pinot noir,NA,NA,NA
355,Bardos Verdejo, 2022,"7,30 €","4,3",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
356,Altos de Luzón, 2020,"13,75 €","4,9",Vino tinto,Jumilla,"14,5%",Monastrell,NA,91 PN,90 SK
357,Canals & Munné Dionysus Brut Nature Eco, 2021,"9,95 €","4,8",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
358,Pago Florentino, 2020,"12,90 €","4,5",Vino tinto,Pago Florentino,"14,0%",Cencibel,90 PK,NA,91 SK
359,Descomunal Verdejo, 2022,"4,20 €","4,1",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
360,Enate Chardonnay Fermentado en Barrica, 2022,"18,25 €","4,8",Vino blanco,Somontano,"14,5%",Chardonnay,NA,92 PN,NA
361,Ultreia Mencía, 2020,"15,95 €","4,1",Vino tinto,Bierzo,"13,5%",Mencía,93 PK,NA,91 SK
362,Finca La Colina Sauvignon Blanc, 2022,"15,50 €","4,7",Vino blanco,Rueda,"13,0%",Sauvignon blanc,NA,91 PN,NA
363,Acústic Blanc, 2021,"13,20 €","4,2",Vino blanco,Montsant,"14,0%",Garnacha blanca,91 PK,90 PN,NA
364,Artigas, 2020,"22,95 €","4,4",Vino tinto,Priorat,"14,5%",Garnacha,92+ PK,NA,NA
365,Enate Rosado, 2022,"8,65 €","4,4",Vino rosado,Somontano,"14,0%",Cabernet sauvignon,NA,NA,NA
366,Viña Alberdi, 2019,"16,70 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,92 PN,NA
367,Alma de Luzón, 2020,"37,95 €","4,0",Vino tinto,Jumilla,"15,5%",Monastrell,NA,93 PN,NA
368,Mas Candí Brut Nature, 2021,"12,00 €","3,8",Cava,Corpinnat,"12,0%",Xarel·lo,91 PK,NA,NA
369,Agustí Torelló Mata Rosat Trepat, 2021,"13,50 €","4,5",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
370,Tarima Hill, 2021,"11,40 €","4,3",Vino tinto,Alicante,"15,0%",Monastrell,92 PK,93 PN,NA
371,La Viña de Ayer Albillo Real, 2019,"10,90 €","3,7",Vino naranja,Cebreros,"13,5%",Albillo,92 PK,NA,NA
372,Borsao Cabriola, 2018,"10,90 €","4,5",Vino tinto,Campo de Borja,"15,5%",Garnacha,91 PK,NA,92 SK
373,Bohórquez, 2016,"23,50 €","4,6",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,91 PN,NA
374,Viña Salceda Crianza, 2019,"8,55 €","3,8",Vino tinto,Rioja,"13,5%",Tempranillo,NA,92 PN,NA
375,Maria Casanovas Glaç Brut Nature,,"14,90 €","4,8",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
376,Las Moradas de San Martín Albillo Real, 2021,"13,25 €","4,6",Vino blanco,Vinos de Madrid,"13,0%",Albillo,90 PK,NA,NA
377,Abadía Retuerta Le Domaine, 2022,"38,80 €","4,4",Vino blanco,Abadía Retuerta,"13,5%",Sauvignon blanc,93 PK,93 PN,93 SK
378,Cair Selección La Aguilera, 2019,"17,90 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,91 PN,NA
379,San Vicente, 2020,"43,90 €","4,7",Vino tinto,Rioja,"14,5%",Tempranillo peludo,94 PK,95 PN,93 SK
380,Pazo Barrantes, 2020,"40,90 €","3,9",Vino blanco,Rías Baixas,"13,5%",Albariño,94 PK,93 PN,95 SK
381,Santiago Ruiz, 2022,"14,90 €","4,4",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
382,Vallegarcía Syrah, 2021,"24,50 €","4,6",Vino tinto,Vallegarcía,"15,5%",Syrah,91 PK,NA,NA
383,Osborne Pedro Ximenez 1827,,"11,40 €","4,4",Vino dulce,Jerez-Manzanilla,"17,0%",Palomino fino,NA,NA,NA
384,Serras del Priorat, 2022,"23,60 €","4,6",Vino tinto,Priorat,"15,0%",Garnacha,91 PK,NA,93 SK
385,Protos Reserva, 2017,"29,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,93 PN,91 SK
386,López Cristóbal Finca La Colorada Crianza, 2020,"18,50 €","4,4",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,92 PN,NA
387,Por tí, 2020,"25,60 €","5,0",Vino tinto,Jumilla,"15,0%",Monastrell,NA,93 PN,91 SK
388,Glárima Gewürztraminer Chardonnay, 2023,"4,50 €","3,8",Vino blanco,Somontano,"13,0%",Gewürztraminer,NA,NA,NA
389,Jaros Tinto, 2020,"17,75 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
390,Lustau Moscatel Emilín,,"20,90 €","4,3",Vino dulce natural,Jerez-Manzanilla,"17,0%",Moscatel de Alejandría,NA,NA,NA
391,Matsu El Pícaro, 2022,"8,80 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
392,Mont Marçal Rosado Brut,,"7,90 €","4,5",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
393,Finca l'Argatà, 2019,"35,05 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,94 PK,91 PN,NA
394,Campillo Crianza, 2020,"12,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,92 SK
395,Borsao Tinto Selección, 2022,"4,95 €","4,1",Vino tinto,Campo de Borja,"14,5%",Garnacha,NA,NA,NA
396,Mastinell Brut Real Gran Reserva, 2011,"15,90 €","4,8",Cava,DO Cava,"12,5%",Macabeo,NA,90 PN,NA
397,Michelini i Mufatto En el Camino, 2021,"15,00 €","4,0",Vino tinto,Bierzo,"12,5%",Mencía,92+ PK,NA,NA
398,Vernatxa Blanc, 2022,"17,50 €","4,4",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,NA
399,200 Monges Reserva, 2013,"45,25 €","4,2",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
400,Erial, 2021,"14,90 €","4,5",Vino tinto,Ribera del Queiles,"14,5%",Tempranillo,NA,NA,NA
401,Botani Sparkling Muscat, 2022,"16,90 €","4,5",Vino espumoso,Sierras de Málaga,"9,5%",Moscatel de Alejandría,92 PK,NA,NA
402,Cora de Loxarel, 2022,"8,80 €","4,8",Vino blanco,Penedès,"12,5%",Moscatel de Alejandría,NA,NA,NA
403,Albariño Mar de Frades, 2022,"18,50 €","4,6",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
404,El Jardín de la Emperatriz Tinto, 2019,"11,95 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,92 PN,92 SK
405,Garmón, 2020,"39,95 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,93+ PK,93 PN,NA
406,Menade Verdejo, 2022,"9,50 €","4,2",Vino blanco,Rueda,"13,0%",Verdejo,NA,90 PN,NA
407,Azpilicueta Crianza, 2020,"8,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,91 PN,NA
408,Anna de Codorníu Brut Nature,,"9,35 €","4,2",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
409,Laus Reserva, 2018,"8,70 €","5,0",Vino tinto,Somontano,"13,5%",Cabernet sauvignon,NA,NA,NA
410,Vermell, 2022,"9,20 €","4,2",Vino tinto,Valencia,"13,0%",Monastrell,92 PK,NA,NA
411,Agnvs Crianza, 2019,"13,90 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
412,Càtar, 2022,"7,90 €","4,5",Vino tinto,Montsant,"14,0%",Garnacha,NA,NA,NA
413,Godeval Cepas Vellas, 2022,"24,50 €","0,0",Vino blanco,Valdeorras,"13,0%",Godello,90 PK,92 PN,NA
414,Tolo do Xisto, 2019,"17,00 €","3,0",Vino tinto,Ribeira Sacra,"13,0%",Mencía,90 PK,NA,NA
415,Termes, 2020,"24,50 €","4,5",Vino tinto,Toro,"15,0%",Tinta de Toro,90 PK,93 PN,94 SK
416,San Cobate, 2020,"17,30 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,91 PK,91 PN,NA
417,Pinord Mireia, 2022,"12,50 €","4,5",Vino blanco,Penedès,"12,0%",Gewürztraminer,NA,NA,NA
418,Emilio Moro La Revelía, 2021,"24,90 €","4,0",Vino blanco,Bierzo,"14,0%",Godello,92 PK,NA,93 SK
419,Arrayán Syrah, 2020,"13,95 €","5,0",Vino tinto,Méntrida,"14,0%",Syrah,92 PK,NA,NA
420,Envidia Cochina, 2021,"24,95 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
421,Can Sumoi Ancestral Montonega, 2022,"14,24 €","4,5",Ancestral,España,"11,0%",Parellada,91 PK,NA,NA
422,U Mes U Ardea Rosé Brut Reserva,,"16,90 €","0,0",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
423,Palomo Cojo, 2022,"8,95 €","4,4",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
424,Cims de Porrera Clàssic, 2015,"46,95 €","4,8",Vino tinto,Priorat,"14,5%",Cariñena,93 PK,NA,NA
425,Privat Rosé Brut  Nature, 2021,"12,10 €","0,0",Cava,DO Cava,"12,0%",Chardonnay,NA,91 PN,NA
426,Monte Toro 3 Añada Selección, 2022,"4,95 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
427,Dido Blanc, 2021,"20,45 €","4,3",Vino blanco,Montsant,"14,0%",Macabeo,93 PK,NA,NA
428,Troupe, 2022,"9,95 €","4,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,90 PN,NA
429,Cune Imperial Reserva, 2018,"29,20 €","4,1",Vino tinto,Rioja,"14,0%",Tempranillo,94 PK,NA,NA
430,Gramona Argent, 2019,"35,70 €","5,0",Cava,Corpinnat,"12,0%",Chardonnay,92 PK,93 PN,NA
431,Losada Godello, 2022,"15,20 €","4,5",Vino blanco,Bierzo,"14,0%",Godello,90 PK,NA,93 SK
432,La Orquesta, 2019,"14,90 €","4,3",Vino blanco,Castilla y León,"13,0%",Garnacha blanca,93 PK,NA,NA
433,Quinta Quietud, 2017,"19,80 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,92 PN,NA
434,Par - Vino naranja," (0,5 L)","14,50 €","4,6",Vino Naranja del Condado de Huelva,Condado de Huelva,"15,0%",Zalema,NA,NA,NA
435,Meraldis Verdejo, 2020,"21,50 €","0,0",Vino blanco,Rueda,"14,0%",Verdejo,92 PK,NA,NA
436,Viña Salceda Reserva, 2018,"13,90 €","4,2",Vino tinto,Rioja,"13,5%",Tempranillo,91 PK,92 PN,NA
437,Llopart Microcosmos Rosé Brut Nature, 2020,"21,50 €","3,4",Cava,Corpinnat,"11,5%",Pinot noir,91 PK,NA,NA
438,Reyes de Aragón Reserva Brut Nature,,"17,90 €","5,0",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
439,Barco del Corneta Cucú, 2022,"10,15 €","4,5",Vino blanco,Castilla y León,"13,0%",Verdejo,91 PK,NA,NA
440,Viña Tondonia Gran Reserva Histórico, 1981,"223,50 €","5,0",Vino Tinto,Rioja,"12,5%",Tempranillo,NA,NA,NA
441,Tocat de l'Ala, 2019,"12,10 €","4,7",Vino tinto,Empordà,"14,5%",Garnacha,NA,91 PN,NA
442,Agnvs Tempranillo, 2021,"8,95 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
443,Gómez Cruzado Crianza, 2020,"10,50 €","3,5",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,91 PN,NA
444,Izadi Larrosa Negra, 2021,"8,95 €","4,6",Vino tinto,Rioja,"14,5%",Garnacha,91 PK,90 PN,93 SK
445,Belondrade y Lurton, 2022,"45,90 €","4,9",Vino blanco,Rueda,"14,0%",Verdejo,95 PK,97 PN,NA
446,La Fuente de Nekeas Crianza, 2020,"7,15 €","4,4",Vino tinto,Navarra,"13,5%",Cabernet sauvignon,NA,NA,NA
447,Nekeas Chardonnay Cuvée Allier, 2022,"10,95 €","4,5",Vino blanco,Navarra,"13,5%",Chardonnay,NA,NA,NA
448,Ses Nines Negre, 2022,"11,50 €","4,4",Vino tinto,Mallorca,"13,5%",Mantonegro,NA,NA,NA
449,Roda, 2020,"30,90 €","4,6",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,93 PN,93 SK
450,Guímaro Godello, 2022,"12,90 €","4,0",Vino blanco,Ribeira Sacra,"12,0%",Godello,93 PK,NA,NA
451,Bertha Cardús Brut Nature Gran Reserva, 2019,"19,80 €","4,8",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
452,Coca i Fitó Negre, 2013,"31,50 €","5,0",Vino tinto,Montsant,"14,5%",Syrah,92+ PK,93 PN,NA
453,Pagos de Anguix Costalara, 2020,"22,95 €","4,0",Vino Tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
454,Txakoli Aialle, 2022,"11,95 €","4,8",Vino blanco,Getariako Txakolina,"11,0%",Hondarribi zuri,NA,NA,NA
455,Azpilicueta Colección Privada Blanco, 2021,"20,95 €","5,0",Vino blanco,Rioja,"13,0%",Viura,NA,NA,NA
456,Diaz Bayo 8 Meses Roble, 2022,"8,95 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,94 PN,NA
457,Fuentespina 3 Meses Roble, 2022,"6,80 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
458,Marqués de Cáceres Crianza, 2019,"8,95 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
459,Luzón Colección Roble, 2022,"7,80 €","4,0",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
460,Vivanco Reserva, 2017,"13,95 €","4,4",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,90 PN,NA
461,Sabaté i Coca Mosset Brut Nature, 2019,"16,20 €","0,0",Cava,Corpinnat,"12,5%",Xarel·lo,92 PK,NA,NA
462,Baluarte Roble Ribera, 2022,"8,30 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
463,Mart, 2022,"12,95 €","4,5",Vino rosado criado en barrica,Penedès,"11,5%",Xarel·lo vermell,NA,NA,NA
464,Costers del Gravet, 2021,"13,25 €","4,3",Vino tinto,Montsant,"14,5%",Cabernet sauvignon,90 PK,NA,NA
