Encabezados,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
792,Coto de Imaz Gran Reserva, 2017,No se encontró el elemento price,"4,5",Vino tinto,Rioja,"13,5%",Tempranillo,NA,91 PN,92 SK
793,Otazu Premium Cuvée, 2019,No se encontró el elemento price,"4,6",Vino tinto,Navarra,"14,5%",Tempranillo,NA,92 PN,NA
794,Vallformosa Freyé Xarel·lo Chardonnay, 2023,No se encontró el elemento price,"0,0",Vino blanco,Penedès,"12,0%",Xarel·lo,NA,90 PN,NA
795,20 Aldeas, 2019,No se encontró el elemento price,"4,7",Vino tinto,Castilla y León,"14,5%",Tempranillo,NA,90 PN,95 SK
796,Menade Nosso, 2022,No se encontró el elemento price,"4,0",Vino blanco,Rueda,"13,0%",Verdejo,91 PK,NA,NA
797,Hermanos Lurton Tempranillo, 2021,No se encontró el elemento price,"4,0",Vino tinto,Toro,"14,5%",Tempranillo,NA,NA,NA
798,Valduero 6 Años Reserva Premium, 2015,"67,95 €","4,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,94 PK,NA,NA
799,Petit Pittacum, 2022,No se encontró el elemento price,"4,4",Vino tinto,Bierzo,"13,5%",Mencía,NA,NA,93 SK
800,Blanca Cusiné, 2015,No se encontró el elemento price,"4,7",Cava,DO Cava,"12,0%",Chardonnay,90 PK,93 PN,NA
801,Pujanza Hado, 2019,No se encontró el elemento price,"4,4",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,91 PN,91 SK
802,Viña Pomal 106 Barricas Reserva, 2019,No se encontró el elemento price,"4,3",Vino tinto,Rioja,"14,5%",Tempranillo,NA,NA,NA
803,Pazo de San Mauro, 2022,No se encontró el elemento price,"0,0",Vino Blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
804,Tr3smano, 2020,No se encontró el elemento price,"4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,94 PN,92 SK
805,Marqués de Cáceres Rosado, 2022,No se encontró el elemento price,"4,6",Vino rosado,Rioja,"13,5%",Tempranillo,NA,NA,NA
806,Balma Reserva Brut Nature, 2016,No se encontró el elemento price,"5,0",Cava,Clàssic Penedès,"12,0%",Xarel·lo,NA,NA,NA
807,Gran Colegiata Crianza, 2016,No se encontró el elemento price,"4,3",Vino tinto,Toro,"14,0%",Tinta de Toro,NA,NA,NA
808,Casa Castillo Cuvée N, 2019,No se encontró el elemento price,"5,0",Vino tinto,Jumilla,"14,0%",Monastrell,95 PK,96 PN,NA
809,Borsao Bole, 2020,No se encontró el elemento price,"4,1",Vino tinto,Campo de Borja,"15,0%",Garnacha,90 PK,NA,NA
810,Pazo Baión, 2022,No se encontró el elemento price,"4,4",Vino blanco,Rías Baixas,"12,5%",Albariño,91 PK,NA,NA
811,Pere Ventura Tresor White on the Rocks,,"18,80 €","0,0",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
812,Berarte Crianza, 2020,No se encontró el elemento price,"4,3",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
813,3 Pueblos, 2022,No se encontró el elemento price,"5,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
814,Hisenda Miret, 2020,No se encontró el elemento price,"5,0",Vino tinto,Penedès,"14,5%",Garnacha,NA,90 PN,NA
815,Extremarium Rosado Brut Nature,,No se encontró el elemento price,"3,8",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
816,Mar & Cel Lácrima Baccus Blanc de Blancs, 2023,No se encontró el elemento price,"4,8",Vino blanco,Penedès,"11,5%",Macabeo,NA,NA,NA
817,Agustí Torelló Mata Solid Rosat," (0,37 L)","16,00 €","1,0",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
818,Petit Albet Brut, 2021,No se encontró el elemento price,"4,0",Cava,Clàssic Penedès,"12,0%",Xarel·lo,NA,NA,NA
819,Vilarnau Brut Reserva,,"10,90 €","5,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
820,Frontonio Microcósmico Garnacha, 2021,No se encontró el elemento price,"3,6",Vino tinto,Valdejalón,"13,5%",Garnacha,93 PK,92 PN,92 SK
821,Oliver Conti Gewurztraminer, 2022,No se encontró el elemento price,"5,0",Vino blanco,Empordà,"13,0%",Gewürztraminer,NA,NA,NA
822,Emilio Moro Vendimia Seleccionada, 2021,"24,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92+ PK,NA,92 SK
823,Bermejo Diego Seco, 2022,No se encontró el elemento price,"5,0",Vino blanco,Lanzarote,"13,5%",Vijariego blanco,NA,NA,NA
824,Bhilar Plots Blanco, 2021,"12,90 €","4,6",Vino naranja,Rioja,"12,5%",Viura,90 PK,NA,NA
825,Amontillado Napoleón,,No se encontró el elemento price,"3,6",Amontillado,Jerez-Manzanilla,"17,5%",Palomino fino,NA,NA,NA
826,Finca Moncloa, 2019,"15,50 €","4,3",Vino tinto,Cádiz,"14,5%",Syrah,NA,91 PN,NA
827,Coto de Gomariz, 2022,No se encontró el elemento price,"4,0",Vino blanco,Ribeiro,"13,5%",Treixadura,92 PK,NA,NA
828,Nexus One, 2020,No se encontró el elemento price,"0,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
829,Mont Marçal Rosado Brut,,No se encontró el elemento price,"4,5",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
830,Cune Blanco Reserva, 2019,No se encontró el elemento price,"5,0",Vino Blanco,Rioja,"13,0%",Viura,93 PK,NA,NA
831,Las Moradas de San Martín Libro Once Las Luces, 2011,No se encontró el elemento price,"0,0",Vino tinto,Vinos de Madrid,"15,0%",Garnacha,91 PK,92 PN,NA
832,999 de Loxarel Brut Nature Rosat, 2016,No se encontró el elemento price,"4,5",Cava,Clàssic Penedès,"12,5%",Pinot noir,NA,NA,NA
833,Llopart Original Brut Nature 1887, 2010,No se encontró el elemento price,"4,3",Cava,Corpinnat,"11,5%",Parellada,93 PK,95 PN,NA
834,Baigorri Blanco Fermentado en Barrica, 2018,No se encontró el elemento price,"3,8",Vino blanco,Rioja,"13,5%",Viura,90 PK,90 PN,90 SK
835,Carmelo Rodero Valtarreña, 2020,"53,95 €","3,7",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,93 PK,NA,NA
836,Monasterio de las Viñas Crianza, 2019,No se encontró el elemento price,"5,0",Vino tinto,Cariñena,"13,5%",Tempranillo,NA,NA,NA
837,René Barbier Abocado Semiseco, 2022,No se encontró el elemento price,"4,3",Vino tinto,Penedès,"13,0%",Tempranillo,NA,NA,NA
838,Laus Rosado, 2023,No se encontró el elemento price,"4,0",Vino rosado,Somontano,"14,0%",Syrah,NA,NA,NA
839,El Perro Flaco Verdejo, 2022,No se encontró el elemento price,"4,4",Vino blanco,Rueda,"12,5%",Verdejo,NA,NA,NA
840,René Barbier Rosado, 2022,No se encontró el elemento price,"4,6",Vino rosado,Catalunya,"12,0%",Tempranillo,NA,NA,NA
841,Adaras Calizo, 2020,No se encontró el elemento price,"3,8",Vino tinto,Almansa,"13,5%",Garnacha tintorera,90 PK,90 PN,NA
